CustomerKey,Recency,Frequency,Monetary_Value,RS,FS,MS,RFM_Segment,Customer_Segment
13913,189,1,106.96000000000001,3,1,3,313,Promising
13914,262,1,71.97,2,1,2,212,Hibernating
13915,317,2,3045.5299999999997,1,4,4,144,At risk
13916,30,1,2354.9799999999996,5,1,4,514,Promising
13917,318,2,3282.8099999999995,1,4,5,145,At risk
13918,28,1,2397.949999999999,5,1,4,514,Promising
13919,12,1,85.48,5,1,2,512,New customers
13920,76,4,266.97,4,5,3,453,Potential loyalists
13921,101,1,56.97,4,1,2,412,New customers
13922,60,1,56.97,4,1,2,412,New customers
13923,278,1,56.97,1,1,2,112,Lost
13924,199,1,29.93,2,1,1,211,Hibernating
13925,311,2,3220.79,1,4,4,144,At risk
13926,253,1,56.97,2,1,2,212,Hibernating
13927,299,2,3021.04,1,4,4,144,At risk
13928,33,1,85.48,5,1,2,512,New customers
13929,0,1,76.97,5,1,2,512,New customers
13930,77,1,140.47,4,1,3,413,Promising
13931,168,1,21.98,3,1,1,311,New customers
13932,68,1,21.98,4,1,1,411,New customers
13933,321,1,56.97,1,1,2,112,Lost
13934,38,1,30.97,5,1,1,511,New customers
13935,317,1,56.97,1,1,2,112,Lost
13936,66,3,218.93,4,5,3,453,Potential loyalists
13937,161,1,85.48,3,1,2,312,About to sleep
13938,302,2,3071.0099999999993,1,4,4,144,At risk
13939,310,2,3084.0199999999995,1,4,4,144,At risk
13940,158,1,85.48,3,1,2,312,About to sleep
13941,25,4,286.82,5,5,3,553,Potential loyalists
13942,312,1,56.97,1,1,2,112,Lost
13943,131,1,36.96,3,1,1,311,New customers
13944,11,4,160.12,5,5,3,553,Potential loyalists
13945,304,1,56.97,1,1,2,112,Lost
13946,7,1,21.98,5,1,1,511,New customers
13947,201,2,4605.039999999999,2,4,5,245,At risk
13948,209,2,4562.029999999999,2,4,5,245,At risk
13949,198,2,4548.519999999999,2,4,5,245,At risk
13950,108,1,24.27,4,1,1,411,New customers
13951,109,1,56.97,4,1,2,412,New customers
13952,104,2,82.26,4,4,2,442,Potential loyalists
13953,25,3,6840.75,5,5,5,555,Champions
13954,101,3,128.46,4,5,3,453,Potential loyalists
13955,29,3,6888.44,5,5,5,555,Champions
13956,84,2,82.26,4,4,2,442,Potential loyalists
13957,23,3,5645.24,5,5,5,555,Champions
13958,41,3,6838.639999999999,5,5,5,555,Champions
13959,34,3,6858.42,5,5,5,555,Champions
13960,21,3,6871.74,5,5,5,555,Champions
13961,6,2,136.94,5,4,3,543,Loyal customers
13962,4,2,90.21000000000001,5,4,2,542,Potential loyalists
13963,7,2,139.45,5,4,3,543,Loyal customers
13964,27,3,6806.449999999999,5,5,5,555,Champions
13965,24,3,6872.389999999999,5,5,5,555,Champions
13966,18,3,6842.12,5,5,5,555,Champions
13967,16,3,5721.91,5,5,5,555,Champions
13968,22,3,5181.699999999999,5,5,5,555,Champions
13969,33,2,77.27000000000001,5,4,2,542,Potential loyalists
13970,34,3,6843.139999999999,5,5,5,555,Champions
13971,20,3,6772.129999999999,5,5,5,555,Champions
13972,19,2,77.27000000000001,5,4,2,542,Potential loyalists
13973,35,3,5185.6799999999985,5,5,5,555,Champions
13974,43,3,5237.73,5,5,5,555,Champions
13975,26,3,5138.719999999999,5,5,5,555,Champions
13976,212,2,4511.539999999999,2,4,5,245,At risk
13977,204,2,4788.57,2,4,5,245,At risk
13978,205,2,4775.299999999999,2,4,5,245,At risk
13979,291,2,3282.83,1,4,5,145,At risk
13980,267,1,56.97,2,1,2,212,Hibernating
13981,177,2,124.21000000000001,3,4,3,343,Need attention
13982,69,2,59.980000000000004,4,4,2,442,Potential loyalists
13983,171,2,180.41,3,4,3,343,Need attention
13984,310,2,3282.83,1,4,5,145,At risk
13985,266,1,30.97,2,1,1,211,Hibernating
13986,296,2,1893.91,1,4,4,144,At risk
13987,20,1,2329.99,5,1,4,514,Promising
13988,103,4,195.52000000000004,4,5,3,453,Potential loyalists
13989,300,1,46.47,1,1,2,112,Lost
13990,293,2,1893.91,1,4,4,144,At risk
13991,72,1,85.48,4,1,2,412,New customers
13992,276,2,1802.21,1,4,4,144,At risk
13993,282,2,1804.92,1,4,4,144,At risk
13994,125,2,4528.75,3,4,5,345,Loyal customers
13995,57,2,64.97,4,4,2,442,Potential loyalists
13996,197,2,66.25999999999999,2,4,2,242,At risk
13997,19,2,4586.35,5,4,5,545,Champions
13998,83,2,245.25,4,4,3,443,Need attention
13999,205,2,3295.43,2,4,5,245,At risk
14000,170,1,84.92,3,1,2,312,About to sleep
14001,158,1,106.96000000000001,3,1,3,313,Promising
14002,304,1,85.48,1,1,2,112,Lost
14003,105,2,1579.4,4,4,4,444,Loyal customers
14004,140,1,56.97,3,1,2,312,About to sleep
14005,226,2,3319.399999999999,2,4,5,245,At risk
14006,225,2,3295.43,2,4,5,245,At risk
14007,370,2,3772.41,1,4,5,145,At risk
14008,172,2,63.97,3,4,2,342,Potential loyalists
14009,70,2,63.970000000000006,4,4,2,442,Potential loyalists
14010,320,2,3861.3899999999994,1,4,5,145,At risk
14011,334,2,3831.8899999999994,1,4,5,145,At risk
14012,38,3,5249.919999999999,5,5,5,555,Champions
14013,32,2,138.45,5,4,3,543,Loyal customers
14014,72,2,62.27,4,4,2,442,Potential loyalists
14015,82,2,59.980000000000004,4,4,2,442,Potential loyalists
14016,130,2,121.06,3,4,3,343,Need attention
14017,288,2,1848.91,1,4,4,144,At risk
14018,80,2,63.870000000000005,4,4,2,442,Potential loyalists
14019,12,2,61.58,5,4,2,542,Potential loyalists
14020,34,3,6831.76,5,5,5,555,Champions
14021,248,1,21.98,2,1,1,211,Hibernating
14022,69,2,1668.9,4,4,4,444,Loyal customers
14023,24,2,1575.42,5,4,4,544,Champions
14024,283,2,1902.9,1,4,4,144,At risk
14025,39,2,1586.38,5,4,4,544,Champions
14026,35,2,1589.7,5,4,4,544,Champions
14027,159,1,21.98,3,1,1,311,New customers
14028,178,1,91.95,3,1,2,312,About to sleep
14029,0,1,56.97,5,1,2,512,New customers
14030,34,3,6905.469999999999,5,5,5,555,Champions
14031,34,3,6964.42,5,5,5,555,Champions
14032,26,3,6859.429999999999,5,5,5,555,Champions
14033,29,3,6809.959999999999,5,5,5,555,Champions
14034,35,2,104.24000000000001,5,4,3,543,Loyal customers
14035,170,1,65.96,3,1,2,312,About to sleep
14036,286,2,1839.92,1,4,4,144,At risk
14037,265,2,1898.9,2,4,4,244,At risk
14038,27,3,6819.119999999999,5,5,5,555,Champions
14039,39,3,6808.129999999999,5,5,5,555,Champions
14040,215,1,31.97,2,1,1,211,Hibernating
14041,129,2,4765.0199999999995,3,4,5,345,Loyal customers
14042,32,1,21.98,5,1,1,511,New customers
14043,314,1,56.97,1,1,2,112,Lost
14044,223,2,3357.72,2,4,5,245,At risk
14045,19,3,6804.129999999999,5,5,5,555,Champions
14046,150,3,5645.24,3,5,5,355,Loyal customers
14047,153,3,5643.54,3,5,5,355,Loyal customers
14048,36,3,5123.74,5,5,5,555,Champions
14049,24,3,5290.679999999999,5,5,5,555,Champions
14050,162,3,5650.24,3,5,5,355,Loyal customers
14051,154,3,5606.909999999999,3,5,5,355,Loyal customers
14052,222,2,86.25999999999999,2,4,2,242,At risk
14053,339,2,86.26,1,4,2,142,At risk
14054,2,3,280.76,5,5,3,553,Potential loyalists
14055,16,3,5177.399999999999,5,5,5,555,Champions
14056,5,3,128.46,5,5,3,553,Potential loyalists
14057,4,2,114.96000000000001,5,4,3,543,Loyal customers
14058,163,3,5652.5199999999995,3,5,5,355,Loyal customers
14059,193,2,106.75,2,4,3,243,At risk
14060,81,2,99.47,4,4,3,443,Need attention
14061,289,2,82.25999999999999,1,4,2,142,At risk
14062,150,3,5647.919999999999,3,5,5,355,Loyal customers
14063,164,3,5676.25,3,5,5,355,Loyal customers
14064,147,3,5694.209999999999,3,5,5,355,Loyal customers
14065,156,3,5608.55,3,5,5,355,Loyal customers
14066,157,3,3612.19,3,5,5,355,Loyal customers
14067,150,2,114.96000000000001,3,4,3,343,Need attention
14068,147,2,77.27,3,4,2,342,Potential loyalists
14069,20,2,173.94,5,4,3,543,Loyal customers
14070,154,3,5618.929999999999,3,5,5,355,Loyal customers
14071,166,3,5617.919999999999,3,5,5,355,Loyal customers
14072,148,2,74.98,3,4,2,342,Potential loyalists
14073,84,2,156.84,4,4,3,443,Need attention
14074,231,2,59.879999999999995,2,4,2,242,At risk
14075,265,1,56.97,2,1,2,212,Hibernating
14076,255,1,71.97,2,1,2,212,Hibernating
14077,86,4,180.73000000000002,4,5,3,453,Potential loyalists
14078,360,1,839.48,1,1,3,113,Can't loose them
14079,1,4,223.62,5,5,3,553,Potential loyalists
14080,282,2,1848.91,1,4,4,144,At risk
14081,329,2,3451.74,1,4,5,145,At risk
14082,30,1,21.98,5,1,1,511,New customers
14083,303,2,2751.42,1,4,4,144,At risk
14084,139,4,138.68,3,5,3,353,Potential loyalists
14085,264,1,36.96,2,1,1,211,Hibernating
14086,4,2,70.15,5,4,2,542,Potential loyalists
14087,189,3,341.97,3,5,3,353,Potential loyalists
14088,236,2,2755.42,2,4,4,244,At risk
14089,271,2,1893.91,2,4,4,244,At risk
14090,258,1,85.48,2,1,2,212,Hibernating
14091,161,5,251.20000000000005,3,5,3,353,Potential loyalists
14092,127,1,56.97,3,1,2,312,About to sleep
14093,143,1,30.97,3,1,1,311,New customers
14094,262,1,21.98,2,1,1,211,Hibernating
14095,277,2,1802.21,1,4,4,144,At risk
14096,4,5,233.69000000000005,5,5,3,553,Potential loyalists
14097,172,1,56.97,3,1,2,312,About to sleep
14098,276,2,1845.9,1,4,4,144,At risk
14099,121,3,200.26,3,5,3,353,Potential loyalists
14100,38,3,226.26000000000002,5,5,3,553,Potential loyalists
14101,153,3,3679.899999999999,3,5,5,355,Loyal customers
14102,165,3,3667.229999999999,3,5,5,355,Loyal customers
14103,127,3,3612.219999999999,3,5,5,355,Loyal customers
14104,287,2,1889.91,1,4,4,144,At risk
14105,277,2,1784.91,1,4,4,144,At risk
14106,260,2,1839.9,2,4,4,244,At risk
14107,300,1,819.46,1,1,3,113,Can't loose them
14108,280,1,839.48,1,1,3,113,Can't loose them
14109,151,2,2701.4300000000003,3,4,4,344,Loyal customers
14110,265,1,819.46,2,1,3,213,About to sleep
14111,166,1,76.97,3,1,2,312,About to sleep
14112,224,2,3361.3899999999994,2,4,5,245,At risk
14113,251,1,21.98,2,1,1,211,Hibernating
14114,0,1,85.48,5,1,2,512,New customers
14115,218,2,3297.72,2,4,5,245,At risk
14116,206,2,3317.41,2,4,5,245,At risk
14117,214,2,3352.3999999999996,2,4,5,245,At risk
14118,117,2,4741.34,3,4,5,345,Loyal customers
14119,77,3,148.94,4,5,3,453,Potential loyalists
14120,200,2,3376.8899999999994,2,4,5,245,At risk
14121,219,2,3319.7,2,4,5,245,At risk
14122,272,1,30.97,1,1,1,111,Lost
14123,182,2,61.58,3,4,2,342,Potential loyalists
14124,60,2,57.59,4,4,2,442,Potential loyalists
14125,334,2,3772.41,1,4,5,145,At risk
14126,46,2,135.55,5,4,3,543,Loyal customers
14127,308,2,3809.5699999999997,1,4,5,145,At risk
14128,314,2,3836.379999999999,1,4,5,145,At risk
14129,273,2,3750.09,1,4,5,145,At risk
14130,260,2,3814.0599999999995,2,4,5,245,At risk
14131,289,2,3807.3999999999996,1,4,5,145,At risk
14132,249,2,3804.08,2,4,5,245,At risk
14133,253,2,3764.0699999999997,2,4,5,245,At risk
14134,255,2,3835.0699999999997,2,4,5,245,At risk
14135,270,1,86.96000000000001,2,1,2,212,Hibernating
14136,235,1,71.95,2,1,2,212,Hibernating
14137,198,2,4397.75,2,4,5,245,At risk
14138,224,2,4444.219999999999,2,4,5,245,At risk
14139,201,2,4397.75,2,4,5,245,At risk
14140,194,2,4397.75,2,4,5,245,At risk
14141,172,2,3282.8099999999995,3,4,5,345,Loyal customers
14142,76,1,29.479999999999997,4,1,1,411,New customers
14143,5,2,133.55,5,4,3,543,Loyal customers
14144,80,1,56.97,4,1,2,412,New customers
14145,341,1,24.27,1,1,1,111,Lost
14146,89,3,6750.5599999999995,4,5,5,455,Champions
14147,159,2,4397.75,3,4,5,345,Loyal customers
14148,158,2,4406.74,3,4,5,345,Loyal customers
14149,143,2,4417.75,3,4,5,345,Loyal customers
14150,103,3,6705.589999999999,4,5,5,455,Champions
14151,119,1,85.48,3,1,2,312,About to sleep
14152,172,1,71.97,3,1,2,312,About to sleep
14153,247,1,48.970000000000006,2,1,2,212,Hibernating
14154,142,2,3017.9999999999995,3,4,4,344,Loyal customers
14155,100,2,5993.26,4,4,5,445,Champions
14156,60,2,229.57,4,4,3,443,Need attention
14157,77,3,6650.599999999999,4,5,5,455,Champions
14158,85,2,5976.74,4,4,5,445,Champions
14159,92,2,5930.23,4,4,5,445,Champions
14160,96,3,6679.700000000001,4,5,5,455,Champions
14161,71,3,6497.209999999999,4,5,5,455,Champions
14162,25,3,6473.699999999999,5,5,5,555,Champions
14163,40,3,6567.0199999999995,5,5,5,555,Champions
14164,39,3,6484.709999999999,5,5,5,555,Champions
14165,97,2,5910.55,4,4,5,445,Champions
14166,333,1,71.97,1,1,2,112,Lost
14167,159,2,4406.74,3,4,5,345,Loyal customers
14168,1,1,71.95,5,1,2,512,New customers
14169,148,2,3262.83,3,4,4,344,Loyal customers
14170,165,2,3291.8199999999997,3,4,5,345,Loyal customers
14171,32,3,6615.7,5,5,5,555,Champions
14172,117,2,75.74,3,4,2,342,Potential loyalists
14173,233,1,38.88,2,1,1,211,Hibernating
14174,325,1,38.88,1,1,1,111,Lost
14175,7,2,145.23,5,4,3,543,Loyal customers
14176,217,1,121.57000000000002,2,1,3,213,About to sleep
14177,36,1,46.830000000000005,5,1,2,512,New customers
14178,50,1,86.58000000000001,5,1,2,512,New customers
14179,7,1,71.58000000000001,5,1,2,512,New customers
14180,249,1,32.6,2,1,1,211,Hibernating
14181,199,3,8326.31,2,5,5,255,At risk
14182,133,1,32.6,3,1,1,311,New customers
14183,170,3,8321.31,3,5,5,355,Loyal customers
14184,168,2,105.24000000000001,3,4,3,343,Need attention
14185,166,4,9522.999999999998,3,5,5,355,Loyal customers
14186,154,4,9796.32,3,5,5,355,Loyal customers
14187,37,1,36.59,5,1,1,511,New customers
14188,177,1,32.6,3,1,1,311,New customers
14189,217,3,8317.32,2,5,5,255,At risk
14190,181,1,36.59,3,1,1,311,New customers
14191,182,3,8301.31,3,5,5,355,Loyal customers
14192,163,4,9451.909999999998,3,5,5,355,Loyal customers
14193,235,1,36.59,2,1,1,211,Hibernating
14194,108,2,168.93,4,4,3,443,Need attention
14195,162,3,8316.289999999999,3,5,5,355,Loyal customers
14196,10,2,137.94,5,4,3,543,Loyal customers
14197,97,1,107.08,4,1,3,413,Promising
14198,220,3,8308.59,2,5,5,255,At risk
14199,142,2,118.94,3,4,3,343,Need attention
14200,107,4,9421.909999999998,4,5,5,455,Champions
14201,60,1,32.6,4,1,1,411,New customers
14202,260,1,32.6,2,1,1,211,Hibernating
14203,135,3,7081.459999999999,3,5,5,355,Loyal customers
14204,350,1,71.58000000000001,1,1,2,112,Lost
14205,300,1,32.6,1,1,1,111,Lost
14206,9,1,156.59,5,1,3,513,Promising
14207,210,3,8361.3,2,5,5,255,At risk
14208,179,2,117.43,3,4,3,343,Need attention
14209,64,3,193.97,4,5,3,453,Potential loyalists
14210,138,3,5621.24,3,5,5,355,Loyal customers
14211,161,3,5662.899999999999,3,5,5,355,Loyal customers
14212,219,2,82.25999999999999,2,4,2,242,At risk
14213,63,2,86.26,4,4,2,442,Potential loyalists
14214,162,3,5759.869999999999,3,5,5,355,Loyal customers
14215,166,3,5665.889999999999,3,5,5,355,Loyal customers
14216,163,3,5653.919999999999,3,5,5,355,Loyal customers
14217,193,2,139.45,2,4,3,243,At risk
14218,148,3,5651.879999999999,3,5,5,355,Loyal customers
14219,139,3,5744.22,3,5,5,355,Loyal customers
14220,146,3,5696.189999999999,3,5,5,355,Loyal customers
14221,138,2,82.26,3,4,2,342,Potential loyalists
14222,30,2,82.25999999999999,5,4,2,542,Potential loyalists
14223,210,2,155.94,2,4,3,243,At risk
14224,164,3,5621.219999999999,3,5,5,355,Loyal customers
14225,140,3,5603.92,3,5,5,355,Loyal customers
14226,129,3,5656.24,3,5,5,355,Loyal customers
14227,32,2,114.96000000000001,5,4,3,543,Loyal customers
14228,10,2,74.98,5,4,2,542,Potential loyalists
14229,68,2,74.98,4,4,2,442,Potential loyalists
14230,109,3,5661.899999999999,4,5,5,455,Champions
14231,172,2,83.97,3,4,2,342,Potential loyalists
14232,246,2,77.27000000000001,2,4,2,242,At risk
14233,171,2,78.97,3,4,2,342,Potential loyalists
14234,113,3,5687.719999999999,4,5,5,455,Champions
14235,91,3,5682.2,4,5,5,455,Champions
14236,79,3,5710.23,4,5,5,455,Champions
14237,155,2,90.24999999999999,3,4,2,342,Potential loyalists
14238,85,3,5642.9,4,5,5,455,Champions
14239,225,2,3295.43,2,4,5,245,At risk
14240,200,2,3391.3899999999994,2,4,5,245,At risk
14241,166,1,84.92,3,1,2,312,About to sleep
14242,224,2,3351.3999999999996,2,4,5,245,At risk
14243,282,1,71.97,1,1,2,112,Lost
14244,24,3,154.95999999999998,5,5,3,553,Potential loyalists
14245,348,1,56.97,1,1,2,112,Lost
14246,317,1,71.97,1,1,2,112,Lost
14247,9,1,81.46,5,1,2,512,New customers
14248,111,1,56.97,4,1,2,412,New customers
14249,228,1,96.46000000000001,2,1,3,213,About to sleep
14250,136,1,30.97,3,1,1,311,New customers
14251,68,1,71.97,4,1,2,412,New customers
14252,24,1,96.46,5,1,3,513,Promising
14253,216,2,3394.899999999999,2,4,5,245,At risk
14254,195,1,81.46,2,1,2,212,Hibernating
14255,216,2,3379.9099999999994,2,4,5,245,At risk
14256,217,2,3342.41,2,4,5,245,At risk
14257,147,1,85.48,3,1,2,312,About to sleep
14258,2,1,80.96000000000001,5,1,2,512,New customers
14259,121,3,3630.93,3,5,5,355,Loyal customers
14260,134,3,3716.229999999999,3,5,5,355,Loyal customers
14261,58,3,5653.92,4,5,5,455,Champions
14262,37,3,5652.539999999999,5,5,5,555,Champions
14263,33,3,5647.93,5,5,5,555,Champions
14264,132,3,5217.73,3,5,5,355,Loyal customers
14265,11,5,215.22,5,5,3,553,Potential loyalists
14266,320,1,56.97,1,1,2,112,Lost
14267,93,2,2786.41,4,4,4,444,Loyal customers
14268,78,2,2736.42,4,4,4,444,Loyal customers
14269,112,1,85.48,4,1,2,412,New customers
14270,247,2,1794.2,2,4,4,244,At risk
14271,311,1,21.98,1,1,1,111,Lost
14272,94,2,2765.3999999999996,4,4,4,444,Loyal customers
14273,129,1,71.97,3,1,2,312,About to sleep
14274,15,3,121.55999999999999,5,5,3,553,Potential loyalists
14275,109,3,5158.369999999999,4,5,5,455,Champions
14276,137,3,5259.359999999999,3,5,5,355,Loyal customers
14277,129,3,5196.74,3,5,5,355,Loyal customers
14278,142,2,177.46,3,4,3,343,Need attention
14279,111,3,5137.709999999999,4,5,5,455,Champions
14280,268,1,56.97,2,1,2,212,Hibernating
14281,121,2,4746.299999999999,3,4,5,345,Loyal customers
14282,9,5,195.22,5,5,3,553,Potential loyalists
14283,235,2,1799.92,2,4,4,244,At risk
14284,238,2,1769.93,2,4,4,244,At risk
14285,251,2,1804.92,2,4,4,244,At risk
14286,132,3,5234.399999999999,3,5,5,355,Loyal customers
14287,137,3,5141.429999999999,3,5,5,355,Loyal customers
14288,210,2,3351.3999999999996,2,4,5,245,At risk
14289,215,2,3376.8899999999994,2,4,5,245,At risk
14290,204,2,3377.3999999999996,2,4,5,245,At risk
14291,150,3,258.44,3,5,3,353,Potential loyalists
14292,201,2,3319.7,2,4,5,245,At risk
14293,148,1,46.47,3,1,2,312,About to sleep
14294,263,1,81.46,2,1,2,212,Hibernating
14295,230,1,56.97,2,1,2,212,Hibernating
14296,230,1,45.95,2,1,2,212,Hibernating
14297,199,2,3335.4199999999996,2,4,5,245,At risk
14298,206,2,3365.6699999999996,2,4,5,245,At risk
14299,130,3,5108.76,3,5,5,355,Loyal customers
14300,107,3,5322.7300000000005,4,5,5,455,Champions
14301,114,3,5142.75,4,5,5,455,Champions
14302,125,3,5140.73,3,5,5,355,Loyal customers
14303,115,3,3636.91,4,5,5,455,Champions
14304,84,3,3595.93,4,5,5,455,Champions
14305,100,3,3652.1999999999994,4,5,5,455,Champions
14306,104,3,3653.229999999999,4,5,5,455,Champions
14307,182,3,196.26000000000002,3,5,3,353,Potential loyalists
14308,129,3,5140.399999999999,3,5,5,355,Loyal customers
14309,70,2,99.47,4,4,3,443,Need attention
14310,120,3,5200.66,3,5,5,355,Loyal customers
14311,155,2,138.45,3,4,3,343,Need attention
14312,162,3,191.27,3,5,3,353,Potential loyalists
14313,53,3,222.44000000000005,5,5,3,553,Potential loyalists
14314,157,2,122.94999999999999,3,4,3,343,Need attention
14315,100,2,109.71000000000001,4,4,3,443,Need attention
14316,80,3,3797.37,4,5,5,455,Champions
14317,66,2,81.26,4,4,2,442,Potential loyalists
14318,141,2,138.45000000000002,3,4,3,343,Need attention
14319,39,2,138.45,5,4,3,543,Loyal customers
14320,117,2,261.95,3,4,3,343,Need attention
14321,1,2,77.27,5,4,2,542,Potential loyalists
14322,126,3,5111.4400000000005,3,5,5,355,Loyal customers
14323,111,3,5222.0199999999995,4,5,5,455,Champions
14324,119,3,5121.429999999999,3,5,5,355,Loyal customers
14325,87,3,5152.7,4,5,5,455,Champions
14326,92,3,5207.7,4,5,5,455,Champions
14327,56,1,32.22,5,1,1,511,New customers
14328,102,5,308.6600000000001,4,5,3,453,Potential loyalists
14329,350,1,91.95,1,1,2,112,Lost
14330,244,1,806.76,2,1,3,213,About to sleep
14331,112,1,56.97,4,1,2,412,New customers
14332,136,4,102.25,3,5,3,353,Potential loyalists
14333,47,1,81.46,5,1,2,512,New customers
14334,246,2,1848.91,2,4,4,244,At risk
14335,229,2,1804.92,2,4,4,244,At risk
14336,244,2,1893.91,2,4,4,244,At risk
14337,245,2,1815.15,2,4,4,244,At risk
14338,241,1,828.74,2,1,3,213,About to sleep
14339,335,1,71.95,1,1,2,112,Lost
14340,11,1,21.98,5,1,1,511,New customers
14341,3,4,244.12000000000006,5,5,3,553,Potential loyalists
14342,238,2,1804.92,2,4,4,244,At risk
14343,257,2,1839.92,2,4,4,244,At risk
14344,22,2,126.95,5,4,3,543,Loyal customers
14345,27,3,3639.9199999999996,5,5,5,555,Champions
14346,43,3,3583.2599999999998,5,5,5,555,Champions
14347,181,2,2900.3899999999994,3,4,4,344,Loyal customers
14348,174,2,2989.379999999999,3,4,4,344,Loyal customers
14349,124,1,56.97,3,1,2,312,About to sleep
14350,117,1,71.95,3,1,2,312,About to sleep
14351,299,1,56.97,1,1,2,112,Lost
14352,187,1,85.48,3,1,2,312,About to sleep
14353,283,3,128.84,1,5,3,153,At risk
14354,75,2,2755.42,4,4,4,444,Loyal customers
14355,244,2,1804.92,2,4,4,244,At risk
14356,221,2,3352.3999999999996,2,4,5,245,At risk
14357,216,2,3337.7099999999996,2,4,5,245,At risk
14358,168,1,45.95,3,1,2,312,About to sleep
14359,60,3,256.24,4,5,3,453,Potential loyalists
14360,81,1,85.48,4,1,2,412,New customers
14361,11,1,106.96000000000001,5,1,3,513,Promising
14362,245,2,1845.9,2,4,4,244,At risk
14363,57,3,192.34000000000003,4,5,3,453,Potential loyalists
14364,212,2,1893.91,2,4,4,244,At risk
14365,200,2,1804.92,2,4,4,244,At risk
14366,200,2,1897.88,2,4,4,244,At risk
14367,218,2,1839.92,2,4,4,244,At risk
14368,7,1,85.48,5,1,2,512,New customers
14369,191,1,46.47,2,1,2,212,Hibernating
14370,172,3,122.56,3,5,3,353,Potential loyalists
14371,12,3,119.86000000000001,5,5,3,553,Potential loyalists
14372,216,1,24.27,2,1,1,211,Hibernating
14373,206,1,75.97,2,1,2,212,Hibernating
14374,227,2,3362.7099999999996,2,4,5,245,At risk
14375,195,1,39.980000000000004,2,1,1,211,Hibernating
14376,167,1,71.97,3,1,2,312,About to sleep
14377,221,2,3320.43,2,4,5,245,At risk
14378,226,2,1809.4,2,4,4,244,At risk
14379,227,2,1854.91,2,4,4,244,At risk
14380,202,2,3330.43,2,4,5,245,At risk
14381,210,2,3330.4199999999996,2,4,5,245,At risk
14382,215,2,3373.9099999999994,2,4,5,245,At risk
14383,155,1,56.97,3,1,2,312,About to sleep
14384,99,1,93.97,4,1,3,413,Promising
14385,206,2,1777.88,2,4,4,244,At risk
14386,204,2,1918.4,2,4,4,244,At risk
14387,256,1,898.46,2,1,3,213,About to sleep
14388,230,1,81.46,2,1,2,212,Hibernating
14389,75,1,7.28,4,1,1,411,New customers
14390,71,1,39.980000000000004,4,1,1,411,New customers
14391,111,1,21.98,4,1,1,411,New customers
14392,168,2,3295.43,3,4,5,345,Loyal customers
14393,106,1,31.97,4,1,1,411,New customers
14394,175,2,3344.7,3,4,5,345,Loyal customers
14395,88,1,96.46,4,1,3,413,Promising
14396,180,1,76.96000000000001,3,1,2,312,About to sleep
14397,1,1,39.980000000000004,5,1,1,511,New customers
14398,200,2,1804.92,2,4,4,244,At risk
14399,276,1,4.99,1,1,1,111,Lost
14400,183,2,3357.3999999999996,3,4,5,345,Loyal customers
14401,236,1,15.23,2,1,1,211,Hibernating
14402,14,1,39.980000000000004,5,1,1,511,New customers
14403,31,1,7.28,5,1,1,511,New customers
14404,325,1,4.99,1,1,1,111,Lost
14405,114,1,64.47,4,1,2,412,New customers
14406,219,2,1851.39,2,4,4,244,At risk
14407,12,1,64.47,5,1,2,512,New customers
14408,38,1,65.96,5,1,2,512,New customers
14409,196,1,85.48,2,1,2,212,Hibernating
14410,48,1,56.97,5,1,2,512,New customers
14411,169,2,3360.4199999999996,3,4,5,345,Loyal customers
14412,191,2,3320.43,2,4,5,245,At risk
14413,224,2,1889.91,2,4,4,244,At risk
14414,198,2,1793.9,2,4,4,244,At risk
14415,200,2,1769.93,2,4,4,244,At risk
14416,238,1,769.49,2,1,3,213,About to sleep
14417,211,2,1848.91,2,4,4,244,At risk
14418,222,2,1928.93,2,4,4,244,At risk
14419,181,2,3371.3999999999996,3,4,5,345,Loyal customers
14420,196,2,3320.43,2,4,5,245,At risk
14421,174,2,3369.4099999999994,3,4,5,345,Loyal customers
14422,282,1,38.88,1,1,1,111,Lost
14423,243,2,141.91,2,4,3,243,At risk
14424,110,3,6998.859999999999,4,5,5,455,Champions
14425,216,3,8332.3,2,5,5,255,At risk
14426,211,3,8319.3,2,5,5,255,At risk
14427,139,3,8451.259999999998,3,5,5,355,Loyal customers
14428,184,3,8321.31,3,5,5,355,Loyal customers
14429,150,3,8394.289999999999,3,5,5,355,Loyal customers
14430,103,1,30.97,4,1,1,411,New customers
14431,7,1,21.98,5,1,1,511,New customers
14432,123,1,21.98,3,1,1,311,New customers
14433,190,2,3342.41,2,4,5,245,At risk
14434,192,2,3396.3999999999996,2,4,5,245,At risk
14435,154,1,80.96,3,1,2,312,About to sleep
14436,110,2,4776.009999999999,4,4,5,445,Champions
14437,26,1,21.98,5,1,1,511,New customers
14438,171,2,3352.3999999999996,3,4,5,345,Loyal customers
14439,178,2,3312.6999999999994,3,4,5,345,Loyal customers
14440,178,2,3367.379999999999,3,4,5,345,Loyal customers
14441,265,1,141.98,2,1,3,213,About to sleep
14442,180,2,3370.4099999999994,3,4,5,345,Loyal customers
14443,298,1,21.98,1,1,1,111,Lost
14444,203,1,30.97,2,1,1,211,Hibernating
14445,282,1,100.46000000000001,1,1,3,113,Can't loose them
14446,52,3,146.74999999999997,5,5,3,553,Potential loyalists
14447,187,2,3385.399999999999,3,4,5,345,Loyal customers
